code,icc,scale,description,geo
97112,0.16642412611084653,240.39565246563834,"Therapeutic procedure to re-educate brain-to-nerve-to-muscle function, each 15 minutes",nppes_provider_zip
83036,0.16969205813455274,80.07533346302814,Hemoglobin A1C level,nppes_provider_zip
92004,0.17361958972359626,58.163677415059475,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",nppes_provider_zip
99211,0.1825918352235368,254.91571520516223,"Established patient office or other outpatient visit, typically 5 minutes",nppes_provider_zip
G0009,0.1917304444530568,14.442844615283676,Administration of pneumococcal vaccine,nppes_provider_zip
J3301,0.1958733713797387,469.1738037991389,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",nppes_provider_zip
90670,0.20409777714747604,10.650601661444188,Pneumococcal vaccine for injection into muscle,nppes_provider_zip
85610,0.20965329293707205,226.24472835243893,"Blood test, clotting time",nppes_provider_zip
99309,0.2220044153951122,429.79126134966197,"Subsequent nursing facility visit, typically 25 minutes per day",nppes_provider_zip
G0438,0.2403918472724574,44.24608787516579,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",nppes_provider_zip
97162,0.2565357570745104,13.835857131171547,"Evaluation of physical therapy, typically 30 minutes",nppes_provider_zip
G0439,0.26479822611750486,44.26115902191216,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",nppes_provider_zip
81003,0.29002960071709355,94.89801663280957,Automated urinalysis test,nppes_provider_zip
81002,0.30022740348318716,81.54010491104222,"Urinalysis, manual test",nppes_provider_zip
93000,0.31023712561624656,111.73142569174756,Routine EKG using at least 12 leads including interpretation and report,nppes_provider_zip
98941,0.3278680775638121,50.40813307050103,"Chiropractic manipulative treatment, 3 to 4 spinal regions",nppes_provider_zip
97110,0.33403154792355777,182.30120554366005,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",nppes_provider_zip
97161,0.3416144590702222,17.853897712345404,"Evaluation of physical therapy, typically 20 minutes",nppes_provider_zip
99308,0.34333904010749944,461.6516990246001,"Subsequent nursing facility visit, typically 15 minutes per day",nppes_provider_zip
92014,0.3612398093858343,119.57581893218142,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",nppes_provider_zip
97140,0.48799781525742075,175.34558520357942,"Manual (physical) therapy techniques to 1 or more regions, each 15 minutes",nppes_provider_zip
99212,0.0148902110472439,158.76781890563842,"Established patient office or other outpatient visit, typically 10 minutes",tract
99203,0.020699144974761084,42.728258427577316,"New patient office or other outpatient visit, typically 30 minutes",tract
99231,0.021334147268714028,214.33049515879645,"Subsequent hospital inpatient care, typically 15 minutes per day",tract
99204,0.02286305339242176,38.57667873246669,"New patient office or other outpatient visit, typically 45 minutes",tract
99215,0.024556104972078965,147.65009455087835,"Established patient office or other outpatient, visit typically 40 minutes",tract
99214,0.024851406024185802,163.9773796880077,"Established patient office or other outpatient, visit typically 25 minutes",tract
99213,0.0254367649930184,172.7647983702941,"Established patient office or other outpatient visit, typically 15 minutes",tract
99205,0.026654102667259066,26.51765272923705,"New patient office or other outpatient visit, typically 60 minutes",tract
99221,0.027179074777736446,35.84308945869359,"Initial hospital inpatient care, typically 30 minutes per day",tract
76942,0.027406120293743935,44.815094262784626,Ultrasonic guidance imaging supervision and interpretation for insertion of needle,tract
99238,0.027574511385336092,41.95428690958338,"Hospital discharge day management, 30 minutes or less",tract
20610,0.03267104667250417,116.07422837315076,Aspiration and/or injection of large joint or joint capsule,tract
G0008,0.033519323636356596,43.32587267404846,Administration of influenza virus vaccine,tract
99291,0.033703219085924566,76.3234870256428,"Critical care delivery critically ill or injured patient, first 30-74 minutes",tract
G0180,0.034193517015984366,79.1029576408015,"Physician certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial implem",tract
99233,0.034878845143138916,222.3035179241573,"Subsequent hospital inpatient care, typically 35 minutes per day",tract
98941,0.03551720416537839,53.81238501419383,"Chiropractic manipulative treatment, 3 to 4 spinal regions",tract
99232,0.035712457469936586,289.7763769068821,"Subsequent hospital inpatient care, typically 25 minutes per day",tract
99222,0.036245871858896515,55.280019043283325,"Initial hospital inpatient care, typically 50 minutes per day",tract
99202,0.0363464862580693,38.99377392834067,"New patient office or other outpatient visit, typically 20 minutes",tract
92083,0.03932387898769266,70.87740613811755,Measurement of field of vision during daylight conditions,tract
00740,0.04228412615926748,15.486767778954876,Anesthesia for procedure on gastrointestinal tract using an endoscope,tract
93880,0.04257210847777112,99.21231703844613,Ultrasound scanning of blood flow (outside the brain) on both sides of head and neck,tract
99223,0.04341917358155305,66.6312853778377,"Initial hospital inpatient care, typically 70 minutes per day",tract
36415,0.047045609544174555,200.391762279421,Insertion of needle into vein for collection of blood sample,tract
73502,0.051916314304495705,53.58688218568292,"X-ray of hip with pelvis, 2-3 views",tract
00810,0.05270262239516036,30.461193373192867,Anesthesia for procedure on lower intestine using an endoscope,tract
90662,0.05356150140130206,37.888065299764165,Vaccine for influenza for injection into muscle,tract
93010,0.05394510704118855,325.5294805285113,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,tract
80053,0.05436970917713524,200.30179471092504,"Blood test, comprehensive group of blood chemicals",tract
90732,0.05444459442606526,8.681904191189874,"Vaccine for pneumococcal polysaccharide for injection beneath the skin or into muscle, patient 2 years or older",tract
96372,0.05652200416651614,112.64195861254095,"Injection beneath the skin or into muscle for therapy, diagnosis, or prevention",tract
73030,0.05965301647813294,58.7051967860208,"X-ray of shoulder, minimum of 2 views",tract
73630,0.06014400448427684,77.98490186238763,"X-ray of foot, minimum of 3 views",tract
J3301,0.0645810667513775,480.96118181716844,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",tract
72100,0.06821957717755257,58.76690393419471,"X-ray of lower and sacral spine, 2 or 3 views",tract
99239,0.06846120171532488,47.04684810844351,"Hospital discharge day management, more than 30 minutes",tract
99220,0.06894240946355207,31.20019140877789,Hospital observation care typically 70 minutes per day,tract
99217,0.07057800041444393,22.87192070784597,Hospital observation care discharge,tract
85025,0.07142951034638713,181.89293995067854,"Complete blood cell count (red cells, white blood cell, platelets), automated test",tract
99211,0.07313274502341596,259.52514546220857,"Established patient office or other outpatient visit, typically 5 minutes",tract
73560,0.07392714017178968,76.96818469292965,"X-ray of knee, 1 or 2 views",tract
92004,0.07483525059785477,58.381402587186756,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",tract
71020,0.0754895217280575,139.3268850343666,"X-ray of chest, 2 views, front and side",tract
83036,0.07552422260867864,80.09528992320281,Hemoglobin A1C level,tract
99285,0.07652860286410075,41.63641134284765,"Emergency department visit, problem with significant threat to life or function",tract
93306,0.08031894403496094,138.82660637031205,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",tract
G0009,0.08314492019120735,14.447901033141953,Administration of pneumococcal vaccine,tract
73562,0.08477356561877153,92.21127173336183,"X-ray of knee, 3 views",tract
90670,0.08603093750407019,10.65799262530862,Pneumococcal vaccine for injection into muscle,tract
85610,0.0888332535917359,230.71946401870247,"Blood test, clotting time",tract
81002,0.08885529250634769,81.59338902308052,"Urinalysis, manual test",tract
99283,0.09035469487688326,26.575691234546582,"Emergency department visit, moderately severe problem",tract
81003,0.09311913401826533,94.99519343315083,Automated urinalysis test,tract
97112,0.09659740448430597,240.42255972641678,"Therapeutic procedure to re-educate brain-to-nerve-to-muscle function, each 15 minutes",tract
93000,0.09702875647193908,110.89891588296221,Routine EKG using at least 12 leads including interpretation and report,tract
97162,0.09856781108817365,13.897538742305587,"Evaluation of physical therapy, typically 30 minutes",tract
G0439,0.09934262249210746,44.239124335490146,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",tract
G0438,0.10049906284538083,44.278069149311264,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",tract
97110,0.10426494669386145,182.47003654851898,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",tract
99284,0.1064336203145712,27.90291874054442,"Emergency department visit, problem of high severity",tract
71010,0.10723533496408504,392.13869429690334,"X-ray of chest, 1 view, front",tract
92014,0.12047642377057652,121.67388765238461,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",tract
97530,0.12535166132854328,346.6243661283375,"Therapeutic activities to improve function, with one-on-one contact between patient and provider, each 15 minutes",tract
99309,0.13640608061218928,430.4293405855905,"Subsequent nursing facility visit, typically 25 minutes per day",tract
97161,0.13738483212133717,18.10145630327739,"Evaluation of physical therapy, typically 20 minutes",tract
99308,0.157945545618175,461.7086070192636,"Subsequent nursing facility visit, typically 15 minutes per day",tract
97140,0.18398365613736894,175.71119793568198,"Manual (physical) therapy techniques to 1 or more regions, each 15 minutes",tract
G0180,0.0021951035451305174,76.84246881882765,"Physician certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial implem",county
76942,0.00474252724580691,44.162889954797144,Ultrasonic guidance imaging supervision and interpretation for insertion of needle,county
99215,0.005956816870245851,147.63222407844694,"Established patient office or other outpatient, visit typically 40 minutes",county
99203,0.0067199975073886,42.8545718725012,"New patient office or other outpatient visit, typically 30 minutes",county
92083,0.006877542793107836,70.60161586710635,Measurement of field of vision during daylight conditions,county
98941,0.0069406465281241884,53.79262226750723,"Chiropractic manipulative treatment, 3 to 4 spinal regions",county
99238,0.007391878059727557,41.98002601182109,"Hospital discharge day management, 30 minutes or less",county
99291,0.007476646817368916,75.64996666209927,"Critical care delivery critically ill or injured patient, first 30-74 minutes",county
99204,0.007777832230942264,38.62753515040926,"New patient office or other outpatient visit, typically 45 minutes",county
99212,0.007929026627200455,158.75679498783487,"Established patient office or other outpatient visit, typically 10 minutes",county
99233,0.008308502393130253,217.9635193566463,"Subsequent hospital inpatient care, typically 35 minutes per day",county
99213,0.009221443278193965,172.00424908832198,"Established patient office or other outpatient visit, typically 15 minutes",county
36415,0.009225371786871796,201.1642843364831,Insertion of needle into vein for collection of blood sample,county
99214,0.009230516921717577,162.87368411272536,"Established patient office or other outpatient, visit typically 25 minutes",county
99202,0.009289499609919911,39.10974439340869,"New patient office or other outpatient visit, typically 20 minutes",county
99221,0.009500137199118687,36.030349954840275,"Initial hospital inpatient care, typically 30 minutes per day",county
99205,0.009663508000025843,26.502439363800743,"New patient office or other outpatient visit, typically 60 minutes",county
99231,0.009985514061238354,214.14524725339842,"Subsequent hospital inpatient care, typically 15 minutes per day",county
20610,0.010396323004975281,116.1366973754075,Aspiration and/or injection of large joint or joint capsule,county
J3301,0.010595003750536701,482.57807591574795,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",county
73030,0.012010050739803994,59.7559074529793,"X-ray of shoulder, minimum of 2 views",county
93880,0.012158864445258304,99.31795890507705,Ultrasound scanning of blood flow (outside the brain) on both sides of head and neck,county
99211,0.012994348649238667,262.13094336360706,"Established patient office or other outpatient visit, typically 5 minutes",county
90732,0.013152951718424184,8.691732637647561,"Vaccine for pneumococcal polysaccharide for injection beneath the skin or into muscle, patient 2 years or older",county
73502,0.013452697650886303,54.32483840060027,"X-ray of hip with pelvis, 2-3 views",county
G0008,0.013502303355977439,43.59920927914387,Administration of influenza virus vaccine,county
81002,0.013845478640004637,81.56723140966811,"Urinalysis, manual test",county
99223,0.014653278233361659,66.54454272246348,"Initial hospital inpatient care, typically 70 minutes per day",county
93000,0.014726560630792045,111.28199744947388,Routine EKG using at least 12 leads including interpretation and report,county
93010,0.01481535753256804,326.9148783311229,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,county
72100,0.014913651473475828,59.40352204026003,"X-ray of lower and sacral spine, 2 or 3 views",county
00740,0.01495056219071258,15.480540060052144,Anesthesia for procedure on gastrointestinal tract using an endoscope,county
73630,0.0151814869944495,80.00727281529184,"X-ray of foot, minimum of 3 views",county
G0438,0.015451525293212684,44.3319255569847,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",county
97162,0.015912655192025393,13.944197977376742,"Evaluation of physical therapy, typically 30 minutes",county
99220,0.015919526224478564,31.18287833840764,Hospital observation care typically 70 minutes per day,county
92004,0.01594043316396264,57.98781348310395,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",county
00810,0.016202586582074588,30.573628423982413,Anesthesia for procedure on lower intestine using an endoscope,county
90662,0.01642727170214933,37.9848253418191,Vaccine for influenza for injection into muscle,county
93306,0.016458487983731895,141.36037728716263,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",county
97112,0.01699440594499531,240.33433473861868,"Therapeutic procedure to re-educate brain-to-nerve-to-muscle function, each 15 minutes",county
99232,0.017848897995265376,283.0855332873291,"Subsequent hospital inpatient care, typically 25 minutes per day",county
80053,0.018005312630989253,199.0178632720101,"Blood test, comprehensive group of blood chemicals",county
99222,0.018103705196624062,55.14384709713461,"Initial hospital inpatient care, typically 50 minutes per day",county
97161,0.018660594468418844,18.2464262232974,"Evaluation of physical therapy, typically 20 minutes",county
99217,0.018885998099624664,22.8609699077525,Hospital observation care discharge,county
90670,0.0189502999733388,10.650453488208601,Pneumococcal vaccine for injection into muscle,county
97110,0.02084229087196047,180.87934621211878,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",county
99308,0.0213007609188033,453.3106421435454,"Subsequent nursing facility visit, typically 15 minutes per day",county
99239,0.02140240212274613,47.2303932035235,"Hospital discharge day management, more than 30 minutes",county
73560,0.021426473199050753,76.80838329380568,"X-ray of knee, 1 or 2 views",county
73562,0.021510616322078745,93.63645923059836,"X-ray of knee, 3 views",county
99283,0.021692146420029486,26.226336904321215,"Emergency department visit, moderately severe problem",county
71020,0.021844584047172804,140.0341897202686,"X-ray of chest, 2 views, front and side",county
81003,0.021963692094536923,94.99183905620254,Automated urinalysis test,county
99309,0.022140841607654203,425.24172716701037,"Subsequent nursing facility visit, typically 25 minutes per day",county
83036,0.022696538150549464,80.12584114391423,Hemoglobin A1C level,county
85610,0.022823120045453768,230.6467288337724,"Blood test, clotting time",county
99284,0.02346020508408237,27.61145018971667,"Emergency department visit, problem of high severity",county
G0009,0.024637756519467476,14.45936007235342,Administration of pneumococcal vaccine,county
97140,0.024778030532253054,174.95518295937435,"Manual (physical) therapy techniques to 1 or more regions, each 15 minutes",county
96372,0.025171331650566307,113.44574821372049,"Injection beneath the skin or into muscle for therapy, diagnosis, or prevention",county
G0439,0.02607154049905228,44.514812391664506,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",county
99285,0.026742092690899447,41.786373257771054,"Emergency department visit, problem with significant threat to life or function",county
92014,0.02706765512055892,121.78219322988399,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",county
85025,0.030203014156618618,182.53691741228258,"Complete blood cell count (red cells, white blood cell, platelets), automated test",county
97530,0.035127852691319426,346.6082010466268,"Therapeutic activities to improve function, with one-on-one contact between patient and provider, each 15 minutes",county
71010,0.0398766601256744,389.05561622627954,"X-ray of chest, 1 view, front",county
99221,0.0030684872683935183,35.92529214852348,"Initial hospital inpatient care, typically 30 minutes per day",cbsa
99215,0.00340784173464405,147.56819574270472,"Established patient office or other outpatient, visit typically 40 minutes",cbsa
99203,0.003691917614939247,42.83311660106225,"New patient office or other outpatient visit, typically 30 minutes",cbsa
G0180,0.003996485352470415,78.89522112892118,"Physician certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial implem",cbsa
76942,0.0045259132644703895,44.62918644538426,Ultrasonic guidance imaging supervision and interpretation for insertion of needle,cbsa
99204,0.004992184382954073,38.58961923373485,"New patient office or other outpatient visit, typically 45 minutes",cbsa
99212,0.005103460922476352,158.6333006909875,"Established patient office or other outpatient visit, typically 10 minutes",cbsa
99211,0.005247523462935324,261.3483453310058,"Established patient office or other outpatient visit, typically 5 minutes",cbsa
90732,0.00529686528930439,8.68376684050493,"Vaccine for pneumococcal polysaccharide for injection beneath the skin or into muscle, patient 2 years or older",cbsa
20610,0.0053712584628742305,116.68859506546335,Aspiration and/or injection of large joint or joint capsule,cbsa
99238,0.005503136276572205,41.987235650182946,"Hospital discharge day management, 30 minutes or less",cbsa
36415,0.005832406598763031,201.02039545820398,Insertion of needle into vein for collection of blood sample,cbsa
73630,0.0060833015965164085,80.27243871649002,"X-ray of foot, minimum of 3 views",cbsa
99202,0.0064826266217479925,39.06558004469057,"New patient office or other outpatient visit, typically 20 minutes",cbsa
99231,0.006487000203641546,214.61255940197495,"Subsequent hospital inpatient care, typically 15 minutes per day",cbsa
J3301,0.006700517374788816,481.6431419367055,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",cbsa
G0438,0.006806262699219232,44.288306299145304,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",cbsa
73030,0.006962305467975032,59.781609507078166,"X-ray of shoulder, minimum of 2 views",cbsa
93010,0.00712563050591913,328.4496719811786,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,cbsa
99205,0.007152649760649681,26.5029308496053,"New patient office or other outpatient visit, typically 60 minutes",cbsa
99291,0.007206154971408368,76.29303233552235,"Critical care delivery critically ill or injured patient, first 30-74 minutes",cbsa
93880,0.007291775146843137,99.26564935360626,Ultrasound scanning of blood flow (outside the brain) on both sides of head and neck,cbsa
98941,0.007295027002247564,53.83543411594814,"Chiropractic manipulative treatment, 3 to 4 spinal regions",cbsa
73502,0.0073965313045109855,54.34272831805654,"X-ray of hip with pelvis, 2-3 views",cbsa
99222,0.007539396307687339,55.25636618690484,"Initial hospital inpatient care, typically 50 minutes per day",cbsa
80053,0.007553448735155528,200.5127803396978,"Blood test, comprehensive group of blood chemicals",cbsa
92004,0.007579607988684901,58.365242743164465,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",cbsa
72100,0.007688844905740283,59.510502012004444,"X-ray of lower and sacral spine, 2 or 3 views",cbsa
73562,0.007750453313257549,94.20608590904011,"X-ray of knee, 3 views",cbsa
99223,0.007821836331145941,66.61708888923793,"Initial hospital inpatient care, typically 70 minutes per day",cbsa
90670,0.008211362361170402,10.655308931703875,Pneumococcal vaccine for injection into muscle,cbsa
81002,0.008215719137775137,81.58295422407251,"Urinalysis, manual test",cbsa
97112,0.008485710685494788,239.9506392990163,"Therapeutic procedure to re-educate brain-to-nerve-to-muscle function, each 15 minutes",cbsa
99217,0.008614031588145454,22.862144546342464,Hospital observation care discharge,cbsa
92083,0.008789505611195587,70.92474472424365,Measurement of field of vision during daylight conditions,cbsa
90662,0.008897282906319673,37.96602062584524,Vaccine for influenza for injection into muscle,cbsa
G0008,0.00890398788949298,43.355884628285594,Administration of influenza virus vaccine,cbsa
G0439,0.009338050468727602,44.422493816041374,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",cbsa
99239,0.009554422459819648,47.20932684643593,"Hospital discharge day management, more than 30 minutes",cbsa
99214,0.009647233514366856,163.45687641254477,"Established patient office or other outpatient, visit typically 25 minutes",cbsa
73560,0.009830287700544676,77.06718263035148,"X-ray of knee, 1 or 2 views",cbsa
00740,0.009991295306694044,15.480585312066935,Anesthesia for procedure on gastrointestinal tract using an endoscope,cbsa
99220,0.010161922244455276,31.18508433593883,Hospital observation care typically 70 minutes per day,cbsa
97162,0.010963026332097343,13.932027976271721,"Evaluation of physical therapy, typically 30 minutes",cbsa
G0009,0.011164816947498444,14.447382034087159,Administration of pneumococcal vaccine,cbsa
99233,0.011278167414091916,220.14405583296463,"Subsequent hospital inpatient care, typically 35 minutes per day",cbsa
97530,0.01154593830789033,346.3887917734225,"Therapeutic activities to improve function, with one-on-one contact between patient and provider, each 15 minutes",cbsa
97161,0.011997046169328597,18.22326919701241,"Evaluation of physical therapy, typically 20 minutes",cbsa
00810,0.012185778280013987,30.534277857509903,Anesthesia for procedure on lower intestine using an endoscope,cbsa
81003,0.012333400196227987,94.97278745779874,Automated urinalysis test,cbsa
99213,0.012384043772674918,172.49688602336008,"Established patient office or other outpatient visit, typically 15 minutes",cbsa
92014,0.013708433567463645,121.7321521501648,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",cbsa
85025,0.013941155924412363,181.71563078549028,"Complete blood cell count (red cells, white blood cell, platelets), automated test",cbsa
93000,0.014900810083970116,112.3809870237983,Routine EKG using at least 12 leads including interpretation and report,cbsa
99285,0.015877663495488848,41.886979063052806,"Emergency department visit, problem with significant threat to life or function",cbsa
97140,0.01804159629509725,175.3006875773355,"Manual (physical) therapy techniques to 1 or more regions, each 15 minutes",cbsa
99232,0.0185394375410658,287.35331847206515,"Subsequent hospital inpatient care, typically 25 minutes per day",cbsa
93306,0.01867066326614075,141.20780080226757,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",cbsa
71020,0.018674763729810296,139.3279445450569,"X-ray of chest, 2 views, front and side",cbsa
83036,0.01958866500756336,80.10137329598663,Hemoglobin A1C level,cbsa
85610,0.02163359248659651,228.41422780791316,"Blood test, clotting time",cbsa
97110,0.02402412906076897,182.20715548816338,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",cbsa
99284,0.024056675283336024,27.619817145360745,"Emergency department visit, problem of high severity",cbsa
99308,0.02435045443226302,460.5992731437084,"Subsequent nursing facility visit, typically 15 minutes per day",cbsa
71010,0.025454254975174367,391.52900741252387,"X-ray of chest, 1 view, front",cbsa
96372,0.027989706228826718,114.38502043029028,"Injection beneath the skin or into muscle for therapy, diagnosis, or prevention",cbsa
99309,0.030900763472123727,428.95666915160047,"Subsequent nursing facility visit, typically 25 minutes per day",cbsa
99283,0.04472216296048143,26.59099621321281,"Emergency department visit, moderately severe problem",cbsa
